job,application,sub_application,folder,node,status,start,end,created_date,duration_sec,project,job_name,job_project
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 21:45:00,2025-09-01 21:48:38,2025-09-01,218.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-02 01:55:00,2025-09-02 01:58:25,2025-09-01,205.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 17:30:00,2025-09-01 17:33:52,2025-09-01,232.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 13:30:00,2025-09-01 13:34:56,2025-09-01,296.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 16:45:00,2025-09-01 16:49:16,2025-09-01,256.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 11:45:00,2025-09-01 11:49:45,2025-09-01,285.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 11:10:00,2025-09-01 11:13:46,2025-09-01,226.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 15:55:00,2025-09-01 15:58:39,2025-09-01,219.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 14:45:00,2025-09-01 14:48:44,2025-09-01,224.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 16:35:00,2025-09-01 16:39:34,2025-09-01,274.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 17:00:00,2025-09-01 17:03:54,2025-09-01,234.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 11:40:00,2025-09-01 11:44:50,2025-09-01,290.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 11:55:00,2025-09-01 11:58:38,2025-09-01,218.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-02 02:20:00,2025-09-02 02:24:30,2025-09-01,270.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 12:30:00,2025-09-01 12:34:53,2025-09-01,293.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-02 00:45:00,2025-09-02 00:49:29,2025-09-01,269.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 23:55:00,2025-09-01 23:58:39,2025-09-01,219.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 18:40:00,2025-09-01 18:44:47,2025-09-01,287.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-02 00:25:00,2025-09-02 00:28:26,2025-09-01,206.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 15:50:00,2025-09-01 15:54:51,2025-09-01,291.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-02 02:00:00,2025-09-02 02:04:31,2025-09-01,271.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-02 02:45:00,2025-09-02 02:48:28,2025-09-01,208.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-02 02:15:00,2025-09-02 02:19:29,2025-09-01,269.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 16:05:00,2025-09-01 16:09:41,2025-09-01,281.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-02 00:55:00,2025-09-02 00:58:24,2025-09-01,204.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-02 00:20:00,2025-09-02 00:23:31,2025-09-01,211.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-02 00:35:00,2025-09-02 00:39:26,2025-09-01,266.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-02 00:05:00,2025-09-02 00:09:29,2025-09-01,269.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,succeeded,2025-09-01 23:15:00,2025-09-01 23:19:41,2025-09-01,281.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 22:55:00,2025-09-01 22:58:38,2025-09-01,218.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 16:15:00,2025-09-01 16:18:47,2025-09-01,227.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 20:20:00,2025-09-01 20:24:50,2025-09-01,290.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,succeeded,2025-09-01 18:25:00,2025-09-01 18:28:16,2025-09-01,196.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 21:40:00,2025-09-01 21:43:43,2025-09-01,223.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 21:25:00,2025-09-01 21:28:39,2025-09-01,219.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-02 01:35:00,2025-09-02 01:38:27,2025-09-01,207.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 21:35:00,2025-09-01 21:38:18,2025-09-01,198.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-02 02:50:00,2025-09-02 02:53:39,2025-09-01,219.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 22:00:00,2025-09-01 22:03:44,2025-09-01,224.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 17:25:00,2025-09-01 17:28:38,2025-09-01,218.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 16:50:00,2025-09-01 16:54:51,2025-09-01,291.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 11:15:00,2025-09-01 11:19:40,2025-09-01,280.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 15:30:00,2025-09-01 15:33:56,2025-09-01,236.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 11:25:00,2025-09-01 11:28:39,2025-09-01,219.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-02 01:45:00,2025-09-02 01:48:28,2025-09-01,208.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 20:15:00,2025-09-01 20:19:46,2025-09-01,286.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 16:40:00,2025-09-01 16:43:52,2025-09-01,232.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 15:35:00,2025-09-01 15:39:38,2025-09-01,278.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 12:15:00,2025-09-01 12:19:41,2025-09-01,281.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 15:15:01,2025-09-01 15:19:47,2025-09-01,286.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 17:15:00,2025-09-01 17:19:51,2025-09-01,291.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 12:25:00,2025-09-01 12:29:40,2025-09-01,280.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 16:55:00,2025-09-01 16:59:37,2025-09-01,277.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 11:20:00,2025-09-01 11:24:49,2025-09-01,289.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 13:05:00,2025-09-01 13:09:40,2025-09-01,280.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,succeeded,2025-09-01 14:30:00,2025-09-01 14:31:59,2025-09-01,119.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 11:50:00,2025-09-01 11:53:46,2025-09-01,226.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 17:05:00,2025-09-01 17:08:44,2025-09-01,224.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 15:10:00,2025-09-01 15:13:46,2025-09-01,226.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 12:45:00,2025-09-01 12:48:45,2025-09-01,225.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 13:00:00,2025-09-01 13:04:51,2025-09-01,291.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 12:05:00,2025-09-01 12:09:41,2025-09-01,281.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 11:05:00,2025-09-01 11:09:17,2025-09-01,257.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 12:35:00,2025-09-01 12:38:37,2025-09-01,217.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 13:20:00,2025-09-01 13:24:52,2025-09-01,292.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 11:00:00,2025-09-01 11:03:56,2025-09-01,236.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 11:35:00,2025-09-01 11:39:40,2025-09-01,280.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,succeeded,2025-09-01 13:35:00,2025-09-01 13:38:20,2025-09-01,200.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 11:30:00,2025-09-01 11:34:55,2025-09-01,295.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 12:10:00,2025-09-01 12:14:49,2025-09-01,289.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 11:40:00,2025-09-01 11:43:49,2025-09-01,229.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 17:35:00,2025-09-01 17:38:35,2025-09-01,215.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,"srvpalcvjobsa01.elo.corp:prodcdctm,srvpalcvjobsa02.elo.corp:prodcdctm,srvpalcvjobsa03.elo.corp:prodcdctm,srvpalcvjobsa04.elo.corp:prodcdctm",succeeded,2025-09-01 11:03:23,2025-09-01 11:03:38,2025-09-01,15.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,"srvpalcvjobsa01.elo.corp:prodcdctm,srvpalcvjobsa02.elo.corp:prodcdctm,srvpalcvjobsa03.elo.corp:prodcdctm,srvpalcvjobsa04.elo.corp:prodcdctm",succeeded,2025-09-01 11:08:00,2025-09-01 11:08:23,2025-09-01,23.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,"srvpalcvjobsa01.elo.corp:prodcdctm,srvpalcvjobsa02.elo.corp:prodcdctm,srvpalcvjobsa03.elo.corp:prodcdctm,srvpalcvjobsa04.elo.corp:prodcdctm",succeeded,2025-09-01 20:17:43,2025-09-01 20:17:58,2025-09-01,15.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,"srvpalcvjobsa01.elo.corp:prodcdctm,srvpalcvjobsa02.elo.corp:prodcdctm,srvpalcvjobsa03.elo.corp:prodcdctm,srvpalcvjobsa04.elo.corp:prodcdctm",succeeded,2025-09-01 11:03:23,2025-09-01 11:03:39,2025-09-01,16.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,srvpconnect01.elo.corp:prodcdctm,failed,2025-09-01 12:40:00,2025-09-01 12:43:46,2025-09-01,226.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,"srvpalcvjobsa01.elo.corp:prodcdctm,srvpalcvjobsa02.elo.corp:prodcdctm,srvpalcvjobsa03.elo.corp:prodcdctm,srvpalcvjobsa04.elo.corp:prodcdctm",succeeded,2025-09-01 23:10:22,2025-09-01 23:10:57,2025-09-01,35.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,"srvpalcvjobsa01.elo.corp:prodcdctm,srvpalcvjobsa02.elo.corp:prodcdctm,srvpalcvjobsa03.elo.corp:prodcdctm,srvpalcvjobsa04.elo.corp:prodcdctm",succeeded,2025-09-01 19:29:18,2025-09-01 19:30:46,2025-09-01,88.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,"srvpalcvjobsa01.elo.corp:prodcdctm,srvpalcvjobsa02.elo.corp:prodcdctm,srvpalcvjobsa03.elo.corp:prodcdctm,srvpalcvjobsa04.elo.corp:prodcdctm",succeeded,2025-09-01 20:40:30,2025-09-01 20:40:46,2025-09-01,16.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,"srvpalcvjobsa01.elo.corp:prodcdctm,srvpalcvjobsa02.elo.corp:prodcdctm,srvpalcvjobsa03.elo.corp:prodcdctm,srvpalcvjobsa04.elo.corp:prodcdctm",succeeded,2025-09-01 21:20:45,2025-09-01 21:21:29,2025-09-01,44.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,"srvpalcvjobsa01.elo.corp:prodcdctm,srvpalcvjobsa02.elo.corp:prodcdctm,srvpalcvjobsa03.elo.corp:prodcdctm,srvpalcvjobsa04.elo.corp:prodcdctm",succeeded,2025-09-01 23:51:14,2025-09-01 23:52:18,2025-09-01,64.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,"srvpalcvjobsa01.elo.corp:prodcdctm,srvpalcvjobsa02.elo.corp:prodcdctm,srvpalcvjobsa03.elo.corp:prodcdctm,srvpalcvjobsa04.elo.corp:prodcdctm",succeeded,2025-09-02 01:03:10,2025-09-02 01:03:54,2025-09-01,44.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,"srvpalcvjobsa01.elo.corp:prodcdctm,srvpalcvjobsa02.elo.corp:prodcdctm,srvpalcvjobsa03.elo.corp:prodcdctm,srvpalcvjobsa04.elo.corp:prodcdctm",succeeded,2025-09-02 01:30:38,2025-09-02 01:31:14,2025-09-01,36.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,"srvpalcvjobsa01.elo.corp:prodcdctm,srvpalcvjobsa02.elo.corp:prodcdctm,srvpalcvjobsa03.elo.corp:prodcdctm,srvpalcvjobsa04.elo.corp:prodcdctm",succeeded,2025-09-01 15:03:16,2025-09-01 15:04:20,2025-09-01,64.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,"srvpalcvjobsa01.elo.corp:prodcdctm,srvpalcvjobsa02.elo.corp:prodcdctm,srvpalcvjobsa03.elo.corp:prodcdctm,srvpalcvjobsa04.elo.corp:prodcdctm",succeeded,2025-09-01 14:23:42,2025-09-01 14:24:01,2025-09-01,19.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,"srvpalcvjobsa01.elo.corp:prodcdctm,srvpalcvjobsa02.elo.corp:prodcdctm,srvpalcvjobsa03.elo.corp:prodcdctm,srvpalcvjobsa04.elo.corp:prodcdctm",succeeded,2025-09-01 18:37:27,2025-09-01 18:37:40,2025-09-01,13.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,"srvpalcvjobsa01.elo.corp:prodcdctm,srvpalcvjobsa02.elo.corp:prodcdctm,srvpalcvjobsa03.elo.corp:prodcdctm,srvpalcvjobsa04.elo.corp:prodcdctm",succeeded,2025-09-01 14:24:00,2025-09-01 14:24:24,2025-09-01,24.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,"srvpalcvjobsa01.elo.corp:prodcdctm,srvpalcvjobsa02.elo.corp:prodcdctm,srvpalcvjobsa03.elo.corp:prodcdctm,srvpalcvjobsa04.elo.corp:prodcdctm",succeeded,2025-09-02 01:31:13,2025-09-02 01:31:35,2025-09-01,22.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,"srvpalcvjobsa01.elo.corp:prodcdctm,srvpalcvjobsa02.elo.corp:prodcdctm,srvpalcvjobsa03.elo.corp:prodcdctm,srvpalcvjobsa04.elo.corp:prodcdctm",succeeded,2025-09-01 23:10:57,2025-09-01 23:11:17,2025-09-01,20.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
LIQUIDACAO,RECEPCAO_CRDE,PROCESSADORA,ELO-PRD,"srvpalcvjobsa01.elo.corp:prodcdctm,srvpalcvjobsa02.elo.corp:prodcdctm,srvpalcvjobsa03.elo.corp:prodcdctm,srvpalcvjobsa04.elo.corp:prodcdctm",succeeded,2025-09-01 19:30:46,2025-09-01 19:31:24,2025-09-01,38.0,ELO-PRD,LIQUIDACAO,ELO-PRD::LIQUIDACAO
